21200501,00,14,100%,Northeast,<12km/h,2,Sunny
21200501,01,13,94%,Northeast,16-24km/h,4,Sunny
21200501,02,15,95%,Southwest,<12km/h,2,Sunny
21200501,03,14,100%,North,<12km/h,2,Sunny
21200501,04,14,100%,North,<12km/h,1,Fog
21200501,05,14,100%,North,<12km/h,1,Sunny
21200501,06,14,100%,Northeast,<12km/h,3,Sunny
21200501,07,13,96%,Northwest,<12km/h,2,Sunny
21200501,08,18,,,,<3,Cloudy
21200501,09,18,69%,Northeast,24-34km/h,5,Sunny
21200501,10,17,67%,North,<12km/h,1,Cloudy
21200501,11,20,59%,North,<12km/h,1,Cloudy
21200501,12,22,52%,South,<12km/h,1,Sunny
21200501,13,18,,,,<3,Cloudy
21200501,14,22,44%,North,<12km/h,2,Sunny
21200501,15,22,47%,Northeast,24-34km/h,5,Cloudy
21200501,16,20,51%,North,16-24km/h,4,Cloudy
21200501,17,20,49%,Northeast,24-34km/h,5,Sunny
21200501,18,19,54%,Northeast,16-24km/h,4,Sunny
21200501,19,16,65%,Southeast,<12km/h,3,Cloudy
21200501,20,14,79%,North,<12km/h,2,Sunny
21200501,21,13,85%,North,<12km/h,1,Sunny
21200501,22,14,82%,North,<12km/h,1,Cloudy
21200501,23,15,74%,North,<12km/h,3,Sunny
21200502,00,16,95%,North,<12km/h,3,Overcast
21200502,01,13,100%,Northeast,<12km/h,2,Overcast
21200502,02,15,80%,Quiet,,0,Cloudy
21200502,03,13,100%,North,<12km/h,3,Rain
21200502,04,16,80%,Northeast,<12km/h,2,Overcast
21200502,05,14,100%,North,<12km/h,3,Rain
21200502,06,16,91%,Northeast,<12km/h,2,Overcast
21200502,07,15,90%,North,<12km/h,3,Overcast
21200502,08,16,83%,Northeast,<12km/h,2,Overcast
21200502,09,14,99%,Southeast,<12km/h,3,Cloudy
21200502,10,17,77%,West,<12km/h,1,Overcast
21200502,11,18,72%,Southeast,<12km/h,1,Overcast
21200502,12,20,56%,North,<12km/h,2,Overcast
21200502,13,16,88%,East,<12km/h,2,Rain
21200502,14,19,72%,Southeast,<12km/h,1,Overcast
21200502,15,18,63%,Northeast,<12km/h,2,Cloudy
21200502,16,14,94%,West,<12km/h,1,Rain
21200502,17,14,90%,North,<12km/h,1,Overcast
21200502,18,13,93%,North,<12km/h,1,Overcast
21200502,19,16,77%,East,<12km/h,2,Cloudy
21200502,20,16,79%,Southeast,<12km/h,2,Cloudy
21200502,21,16,79%,Quiet,,0,Cloudy
21200502,22,8,,,,<3,Overcast
21200502,23,14,91%,Northwest,<12km/h,2,Cloudy
21200503,00,14,91%,Northwest,<12km/h,2,Cloudy
21200503,01,14,95%,Northwest,<12km/h,2,Cloudy
21200503,02,13,94%,South,<12km/h,1,Sunny
21200503,03,15,84%,Quiet,,0,Sunny
