D,0,21200501,0.0
D,0,21200502,0.0
D,0,21200503,0.0
D,0,21200504,0.0
D,0,21200505,0.0
D,0,21200506,0.0
D,0,21200507,0.0
D,0,21200508,0.0
D,0,21200509,0.0
D,0,21200510,0.0
D,0,21200511,0.0
D,0,21200512,0.0
D,0,21200513,0.0
D,0,21200514,0.0
D,0,21200515,0.0
D,0,21200516,0.0
D,0,21200517,0.0
D,0,21200518,0.0
D,0,21200519,0.0
D,0,21200520,0.0
D,0,21200521,0.0
D,0,21200522,0.0
D,0,21200523,0.0
D,0,21200524,0.0
D,0,21200525,0.0
D,0,21200526,0.0
D,0,21200527,0.0
D,0,21200528,0.0
D,0,21200529,0.0
D,0,21200530,0.0
D,0,21200531,2.0794415416798357
D,0,21200601,1.3862943611198906
D,0,21200602,1.0986122886681098
D,0,21200603,3.091042453358316
D,0,21200604,2.995732273553991
D,0,21200605,3.6375861597263857
D,0,21200606,4.189654742026425
D,0,21200607,4.0943445622221
D,0,21200608,4.110873864173311
D,0,21200609,4.553876891600541
D,0,21200610,4.882801922586371
D,0,21200611,5.043425116919247
D,0,21200612,5.327876168789581
D,0,21200613,5.749392985908253
D,0,21200614,5.8971538676367405
D,0,21200615,6.0014148779611505
D,0,21200616,6.07993319509559
D,0,21200617,6.238324625039508
D,0,21200618,6.19644412779452
D,0,21200619,6.07993319509559
D,0,21200620,5.996452088619021
D,0,21200621,5.916202062607435
D,0,21200622,6.139884552226255
D,0,21200623,6.052089168924417
D,0,21200624,6.089044875446846
D,0,21200625,6.0844994130751715
D,0,21200626,6.082218910376446
D,0,21200627,5.8971538676367405
D,0,21200628,5.5053315359323625
D,0,21200629,5.720311776607412
D,1,21200501,0.0
D,1,21200502,0.0
D,1,21200503,0.0
D,1,21200504,0.0
D,1,21200505,0.0
D,1,21200506,0.0
D,1,21200507,0.0
D,1,21200508,0.0
D,1,21200509,0.0
D,1,21200510,0.0
D,1,21200511,0.0
D,1,21200512,0.0
D,1,21200513,0.0
D,1,21200514,0.0
D,1,21200515,0.0
D,1,21200516,0.0
D,1,21200517,0.0
D,1,21200518,0.0
D,1,21200519,0.0
D,1,21200520,0.0
D,1,21200521,0.0
D,1,21200522,0.0
D,1,21200523,0.0
D,1,21200524,0.0
D,1,21200525,0.0
D,1,21200526,0.0
D,1,21200527,0.0
D,1,21200528,0.6931471805599453
D,1,21200529,0.6931471805599453
D,1,21200530,1.3862943611198906
D,1,21200531,0.0
D,1,21200601,0.6931471805599453
D,1,21200602,1.3862943611198906
D,1,21200603,2.3978952727983707
D,1,21200604,3.091042453358316
D,1,21200605,3.332204510175204
D,1,21200606,3.7612001156935624
D,1,21200607,4.3694478524670215
D,1,21200608,4.219507705176107
D,1,21200609,4.74493212836325
D,1,21200610,4.983606621708336
D,1,21200611,5.318119993844216
D,1,21200612,5.5134287461649825
D,1,21200613,5.771441123130016
D,1,21200614,5.68697535633982
D,1,21200615,5.963579343618446
D,1,21200616,6.19644412779452
D,1,21200617,6.040254711277414
D,1,21200618,5.834810737062605
D,1,21200619,6.0063531596017325
D,1,21200620,5.937536205082426
D,1,21200621,5.872117789475416
D,1,21200622,5.963579343618446
D,1,21200623,5.780743515792329
D,1,21200624,5.796057750765372
D,1,21200625,5.82600010738045
D,1,21200626,5.855071922202427
D,1,21200627,5.726847747587197
D,1,21200628,5.44673737166631
