21200501,00,16,80%,Southeast,16-24km/h,4,Sunny
21200501,01,14,99%,Northwest,<12km/h,1,Sunny
21200501,02,14,99%,Northwest,<12km/h,1,Sunny
21200501,03,15,82%,Southwest,<12km/h,2,Sunny
21200501,04,14,98%,Northwest,<12km/h,1,Sunny
21200501,05,14,98%,Northwest,<12km/h,1,Sunny
21200501,06,13,92%,South,<12km/h,3,Cloudy
21200501,07,13,94%,Southwest,<12km/h,2,Cloudy
21200501,08,21,,,,<3,Cloudy
21200501,09,17,86%,Northeast,24-34km/h,5,Cloudy
21200501,10,21,63%,Northwest,<12km/h,2,Cloudy
21200501,11,21,62%,North,<12km/h,1,Cloudy
21200501,12,21,,,,<3,Cloudy
21200501,13,23,55%,East,<12km/h,2,Sunny
21200501,14,22,56%,North,<12km/h,3,Cloudy
21200501,15,22,60%,Northeast,<12km/h,3,Sunny
21200501,16,20,60%,North,<12km/h,3,Sunny
21200501,17,19,59%,North,<12km/h,3,Sunny
21200501,18,18,58%,North,<12km/h,3,Sunny
21200501,19,18,61%,North,<12km/h,3,Sunny
21200501,20,17,65%,North,<12km/h,3,Sunny
21200501,21,18,72%,North,<12km/h,3,Sunny
21200501,22,16,81%,Northwest,<12km/h,1,Sunny
21200501,23,15,91%,Quiet,,0,Sunny
21200502,00,17,79%,North,<12km/h,3,Overcast
21200502,01,15,96%,Northwest,<12km/h,1,Overcast
21200502,02,16,90%,North,<12km/h,3,Overcast
21200502,03,16,91%,East,<12km/h,2,Rain
21200502,04,16,93%,West,<12km/h,2,Overcast
21200502,05,16,,,,<3,Overcast
21200502,06,15,86%,Southeast,<12km/h,1,Overcast
21200502,07,16,90%,Southeast,<12km/h,1,Overcast
21200502,08,16,91%,West,<12km/h,1,Rain
21200502,09,17,84%,East,<12km/h,1,Overcast
21200502,10,18,76%,Quiet,,0,Overcast
21200502,11,17,84%,North,<12km/h,1,Overcast
21200502,12,19,58%,North,<12km/h,3,Overcast
21200502,13,18,76%,North,<12km/h,2,Overcast
21200502,14,18,61%,North,<12km/h,2,Overcast
21200502,15,18,62%,North,<12km/h,2,Overcast
21200502,16,18,68%,East,<12km/h,1,Overcast
21200502,17,18,62%,North,<12km/h,1,Overcast
21200502,18,18,70%,North,<12km/h,1,Overcast
21200502,19,17,70%,Quiet,,0,Overcast
21200502,20,15,97%,West,<12km/h,1,Cloudy
21200502,21,15,90%,Northwest,<12km/h,1,Overcast
21200502,22,14,92%,North,<12km/h,1,Overcast
21200502,23,15,88%,West,<12km/h,1,Overcast
21200503,00,15,78%,Northwest,<12km/h,2,Overcast
21200503,01,17,74%,Quiet,,0,Overcast
21200503,02,15,87%,Southeast,<12km/h,1,Cloudy
21200503,03,13,,,,<3,Lightrain
21200503,04,14,89%,North,<12km/h,2,Cloudy
21200503,05,16,82%,South,<12km/h,1,Cloudy
21200503,06,15,86%,West,<12km/h,1,Cloudy
21200503,07,15,74%,Northwest,<12km/h,2,Cloudy
21200503,08,16,83%,Northeast,<12km/h,1,Cloudy
21200503,09,16,67%,North,<12km/h,3,Sunny
21200503,10,17,64%,North,<12km/h,2,Sunny
21200503,11,18,54%,Southeast,<12km/h,3,Cloudy
21200503,12,19,52%,North,<12km/h,3,Cloudy
21200503,13,18,45%,Northwest,<12km/h,3,Cloudy
21200503,14,18,47%,Northwest,<12km/h,2,Sunny
