21200501,00,15,93%,Northeast,<12km/h,2,Sunny
21200501,01,14,95%,Northeast,<12km/h,2,Sunny
21200501,02,12,,,,<3,Cloudy
21200501,03,15,90%,North,<12km/h,3,Sunny
21200501,04,14,96%,Northeast,<12km/h,2,Sunny
21200501,05,14,91%,Northeast,<12km/h,3,Sunny
21200501,06,15,96%,Northeast,<12km/h,3,Cloudy
21200501,07,14,97%,Northeast,<12km/h,2,Fog
21200501,08,21,,,,<3,Sunny
21200501,09,15,84%,Northeast,16-24km/h,4,Cloudy
21200501,10,21,,,,<3,Sunny
21200501,11,21,53%,North,<12km/h,1,Sunny
21200501,12,21,52%,East,<12km/h,2,Sunny
21200501,13,21,,,,<3,Sunny
21200501,14,23,42%,North,<12km/h,3,Sunny
21200501,15,22,37%,Northeast,24-34km/h,5,Sunny
21200501,16,21,,,,<3,Sunny
21200501,17,20,54%,Northeast,16-24km/h,4,Sunny
21200501,18,18,52%,Northeast,16-24km/h,4,Sunny
21200501,19,15,74%,Northeast,16-24km/h,4,Sunny
21200501,20,17,61%,North,16-24km/h,4,Sunny
21200501,21,15,79%,East,<12km/h,2,Sunny
21200501,22,16,67%,North,<12km/h,2,Sunny
21200501,23,15,76%,East,<12km/h,3,Sunny
21200502,00,15,84%,Northeast,16-24km/h,4,Overcast
21200502,01,13,,,,<3,Overcast
21200502,02,16,83%,Northeast,<12km/h,2,Rain
21200502,03,14,79%,Northeast,<12km/h,2,Cloudy
21200502,04,14,83%,Northeast,<12km/h,2,Rain
21200502,05,13,,,,<3,Overcast
21200502,06,14,91%,East,<12km/h,2,Overcast
21200502,07,15,92%,Northeast,16-24km/h,4,Rain
21200502,08,19,,,,<3,Cloudy
21200502,09,16,84%,Northeast,<12km/h,3,Overcast
21200502,10,18,70%,North,<12km/h,2,Overcast
21200502,11,19,56%,East,<12km/h,1,Cloudy
21200502,12,20,58%,North,<12km/h,2,Cloudy
21200502,13,21,56%,East,<12km/h,1,Cloudy
21200502,14,20,57%,Northeast,<12km/h,2,Cloudy
21200502,15,20,63%,East,<12km/h,2,Overcast
21200502,16,19,56%,Northeast,<12km/h,2,Overcast
21200502,17,19,56%,Northeast,<12km/h,3,Cloudy
21200502,18,19,45%,North,<12km/h,2,Cloudy
21200502,19,16,74%,East,<12km/h,3,Cloudy
21200502,20,16,73%,North,<12km/h,3,Cloudy
21200502,21,10,,,,<3,Cloudy
21200502,22,10,,,,<3,Cloudy
21200502,23,16,81%,Northeast,<12km/h,1,Cloudy
21200503,00,16,81%,Northeast,<12km/h,1,Cloudy
21200503,01,15,74%,East,<12km/h,2,Cloudy
21200503,02,14,88%,East,<12km/h,1,Sunny
21200503,03,15,82%,Northeast,<12km/h,2,Sunny
21200503,04,14,91%,East,<12km/h,1,Cloudy
21200503,05,13,79%,North,<12km/h,1,Sunny
21200503,06,14,91%,East,<12km/h,1,Cloudy
21200503,07,14,84%,East,<12km/h,2,Cloudy
21200503,08,19,,,,<3,Cloudy
21200503,09,17,71%,East,<12km/h,2,Cloudy
21200503,10,18,55%,Northwest,<12km/h,2,Cloudy
21200503,11,19,,,,<3,Cloudy
21200503,12,21,41%,Southeast,<12km/h,3,Cloudy
21200503,13,22,38%,East,<12km/h,2,Cloudy
21200503,14,21,38%,West,<12km/h,2,Cloudy
21200503,15,20,46%,North,<12km/h,2,Cloudy
21200503,16,19,,,,<3,Cloudy
21200503,17,4,,,,<3,Cloudy
21200503,18,15,72%,Southeast,<12km/h,2,Sunny
21200503,19,14,75%,East,<12km/h,1,Sunny
21200503,20,15,59%,Northeast,<12km/h,1,Sunny
21200503,21,12,72%,North,<12km/h,1,Sunny
21200503,22,13,71%,Northeast,<12km/h,2,Sunny
21200503,23,13,65%,Northeast,<12km/h,2,Sunny
21200504,00,14,63%,West,<12km/h,2,Sunny
21200504,01,10,78%,West,<12km/h,1,Sunny
21200504,02,10,81%,Quiet,,0,Sunny
21200504,03,8,90%,Northeast,<12km/h,1,Cloudy
21200504,04,9,88%,South,<12km/h,1,Cloudy
21200504,05,9,,,,<3,Cloudy
21200504,06,8,90%,Quiet,,0,Sunny
21200504,07,8,92%,South,<12km/h,1,Sunny
21200504,08,23,,,,<3,Cloudy
21200504,09,23,,,,<3,Cloudy
21200504,10,17,54%,South,<12km/h,1,Sunny
21200504,11,19,47%,West,<12km/h,2,Sunny
21200504,12,22,39%,Northwest,<12km/h,1,Sunny
21200504,13,23,28%,West,<12km/h,2,Sunny
21200504,14,23,28%,Northeast,<12km/h,2,Sunny
21200504,15,20,,,,<3,Cloudy
21200504,16,22,30%,Northeast,<12km/h,2,Sunny
21200504,17,20,38%,East,<12km/h,1,Sunny
21200504,18,18,47%,East,<12km/h,1,Sunny
21200504,19,16,56%,East,<12km/h,1,Sunny
21200504,20,16,56%,East,<12km/h,1,Sunny
21200504,21,17,40%,North,<12km/h,1,Sunny
21200504,22,12,,Southeast,,<3,Overcast
21200504,23,12,,Southeast,,<3,Overcast
21200505,00,14,71%,East,<12km/h,1,Cloudy
21200505,01,12,,Southeast,,<3,Overcast
21200505,02,12,,Southeast,,<3,Overcast
21200505,03,12,72%,Northwest,<12km/h,1,Cloudy
21200505,04,15,64%,Northeast,<12km/h,1,Cloudy
21200505,05,15,65%,Northeast,<12km/h,2,Cloudy
21200505,06,15,59%,Northeast,<12km/h,2,Overcast
21200505,07,14,75%,Southeast,<12km/h,1,Overcast
21200505,08,15,73%,Southeast,<12km/h,1,Overcast
21200505,09,17,59%,East,<12km/h,1,Overcast
21200505,10,18,54%,Northeast,<12km/h,1,Overcast
21200505,11,19,52%,Northeast,<12km/h,1,Overcast
21200505,12,19,53%,East,<12km/h,2,Overcast
21200505,13,20,49%,Northeast,<12km/h,2,Overcast
21200505,14,19,,,,<3,Overcast
21200505,15,20,46%,Northeast,16-24km/h,4,Overcast
21200505,16,19,,,,<3,Overcast
21200505,17,19,53%,Northeast,<12km/h,2,Overcast
21200505,18,17,57%,North,<12km/h,2,Overcast
21200505,19,17,62%,Northeast,<12km/h,1,Overcast
21200505,20,12,,Southeast,,<3,Cloudy
21200505,21,17,70%,Northeast,<12km/h,1,Sunny
21200505,22,12,,Southeast,,<3,Cloudy
21200505,23,12,,Southeast,,<3,Cloudy
21200506,00,1,,,,<3,Cloudy
21200506,01,7,88%,West,<12km/h,1,Sunny
21200506,02,3,,,,<3,Cloudy
21200506,03,3,,,,<3,Cloudy
21200506,04,7,67%,West,<12km/h,3,Sunny
21200506,05,5,91%,Quiet,,0,Sunny
21200506,06,6,72%,West,<12km/h,2,Cloudy
21200506,07,4,83%,Southwest,<12km/h,1,Sunny
21200506,08,11,,,,<3,Cloudy
21200506,09,8,68%,West,<12km/h,2,Sunny
21200506,10,10,58%,Southeast,<12km/h,1,Sunny
21200506,11,11,53%,Northwest,<12km/h,1,Sunny
21200506,12,11,,,,<3,Cloudy
21200506,13,12,48%,Northeast,<12km/h,2,Sunny
21200506,14,13,42%,Northeast,<12km/h,2,Sunny
21200506,15,11,,,,<3,Cloudy
21200506,16,9,,,,<3,Cloudy
21200506,17,12,49%,East,<12km/h,3,Sunny
21200506,18,9,64%,Northeast,<12km/h,2,Sunny
21200506,19,3,,,,<3,Cloudy
21200506,20,3,,,,<3,Cloudy
21200506,21,3,,,,<3,Cloudy
21200506,22,0,,,,<3,Cloudy
21200506,23,3,,,,<3,Cloudy
21200507,00,15,72%,North,<12km/h,1,Sunny
21200507,01,14,67%,North,<12km/h,1,Sunny
21200507,02,8,,,,<3,Sunny
21200507,03,8,,,,<3,Sunny
21200507,04,8,,,,<3,Sunny
21200507,05,8,91%,Northeast,<12km/h,1,Sunny
21200507,06,10,93%,Quiet,,0,Sunny
21200507,07,11,72%,East,<12km/h,1,Sunny
21200507,08,13,64%,North,<12km/h,2,Sunny
21200507,09,13,64%,Southeast,<12km/h,1,Sunny
21200507,10,16,40%,Northeast,<12km/h,3,Sunny
21200507,11,18,33%,East,<12km/h,2,Sunny
21200507,12,18,29%,East,<12km/h,2,Sunny
21200507,13,18,30%,Northeast,<12km/h,2,Sunny
21200507,14,15,,Southeast,,<3,Sunny
21200507,15,18,,,,<3,Sunny
21200507,16,15,,Southeast,,<3,Sunny
21200507,17,18,31%,Southeast,<12km/h,1,Sunny
21200507,18,15,38%,East,<12km/h,1,Sunny
21200507,19,14,34%,Northeast,<12km/h,2,Sunny
