21200501,00,15,88%,Northeast,24-34km/h,5,Sunny
21200501,01,18,,,,3-4,Cloudy
21200501,02,18,,,,3-4,Cloudy
21200501,03,14,87%,Quiet,,0,Sunny
21200501,04,18,67%,Northeast,<12km/h,2,Sunny
21200501,05,15,88%,Northeast,24-34km/h,5,Sunny
21200501,06,15,89%,Northeast,34-44km/h,6,Cloudy
21200501,07,16,86%,Quiet,,0,Cloudy
21200501,08,22,,,,4-5,Cloudy
21200501,09,19,68%,North,44-56km/h,7,Sunny
21200501,10,22,,,,4-5,Cloudy
21200501,11,19,64%,North,44-56km/h,7,Sunny
21200501,12,22,,,,4-5,Cloudy
21200501,13,22,,,,4-5,Cloudy
21200501,14,21,62%,North,34-44km/h,6,Cloudy
21200501,15,22,,,,4-5,Cloudy
21200501,16,22,,,,4-5,Cloudy
21200501,17,18,66%,North,34-44km/h,6,Cloudy
21200501,18,17,,,,3-4,Cloudy
21200501,19,17,68%,North,24-34km/h,5,Sunny
21200501,20,18,69%,North,<12km/h,3,Sunny
21200501,21,17,68%,Northeast,<12km/h,1,Sunny
21200501,22,17,75%,North,<12km/h,2,Sunny
21200501,23,17,73%,West,24-34km/h,5,Sunny
21200502,00,18,,,,<3,Overcast
21200502,01,18,,,,<3,Overcast
21200502,02,16,76%,North,16-24km/h,4,Overcast
21200502,03,18,,,,<3,Overcast
21200502,04,17,72%,Northeast,<12km/h,3,Overcast
21200502,05,18,,,,<3,Overcast
21200502,06,17,71%,Northeast,<12km/h,3,Overcast
21200502,07,15,87%,North,<12km/h,3,Overcast
21200502,08,20,,,,3-4,Lightrain
21200502,09,18,71%,North,16-24km/h,4,Overcast
21200502,10,20,,,,3-4,Lightrain
21200502,11,18,66%,North,<12km/h,2,Overcast
21200502,12,19,61%,Northwest,<12km/h,2,Overcast
21200502,13,19,62%,North,<12km/h,2,Overcast
21200502,14,18,65%,North,<12km/h,2,Overcast
21200502,15,18,64%,North,<12km/h,2,Overcast
21200502,16,18,65%,North,24-34km/h,5,Overcast
21200502,17,17,71%,Northeast,<12km/h,2,Overcast
21200502,18,16,,,,4-5,Lightrain
21200502,19,17,64%,North,<12km/h,2,Overcast
21200502,20,17,65%,North,<12km/h,2,Overcast
21200502,21,16,,,,4-5,Lightrain
21200502,22,16,,,,4-5,Lightrain
21200502,23,16,84%,North,24-34km/h,5,Overcast
21200503,00,16,75%,North,<12km/h,2,Overcast
21200503,01,16,78%,Northwest,<12km/h,1,Overcast
21200503,02,16,84%,North,<12km/h,2,Cloudy
21200503,03,15,71%,Northeast,34-44km/h,6,Cloudy
21200503,04,15,69%,North,24-34km/h,5,Cloudy
21200503,05,15,85%,North,<12km/h,3,Rain
21200503,06,15,74%,North,<12km/h,3,Rain
21200503,07,15,60%,North,<12km/h,3,Cloudy
21200503,08,19,,,,4-5,Cloudy
21200503,09,17,62%,Northwest,<12km/h,2,Cloudy
21200503,10,17,57%,North,16-24km/h,4,Cloudy
21200503,11,17,51%,Southwest,<12km/h,3,Cloudy
21200503,12,17,58%,North,24-34km/h,5,Sunny
21200503,13,18,55%,Northwest,<12km/h,2,Cloudy
21200503,14,16,57%,Northwest,<12km/h,3,Sunny
21200503,15,17,49%,North,<12km/h,2,Rain
21200503,16,19,,,,4-5,Cloudy
21200503,17,16,,,,3-4,Cloudy
21200503,18,15,,,,3-4,Cloudy
21200503,19,13,68%,Northeast,<12km/h,2,Cloudy
21200503,20,14,61%,North,16-24km/h,4,Sunny
21200503,21,12,73%,North,<12km/h,1,Sunny
21200503,22,12,77%,North,<12km/h,1,Sunny
21200503,23,15,,,,3-4,Cloudy
21200504,00,12,89%,Quiet,,0,Sunny
21200504,01,17,,Southeast,,<3,Sunny
21200504,02,12,95%,North,<12km/h,2,Sunny
21200504,03,12,96%,Northeast,<12km/h,1,Sunny
21200504,04,11,97%,South,<12km/h,1,Sunny
21200504,05,17,,Southeast,,<3,Sunny
21200504,06,11,94%,Northeast,<12km/h,1,Sunny
21200504,07,12,84%,Northwest,<12km/h,1,Sunny
21200504,08,20,,Southeast,,<3,Sunny
21200504,09,20,,Southeast,,<3,Sunny
21200504,10,20,28%,Northwest,<12km/h,2,Sunny
21200504,11,21,22%,Northwest,<12km/h,2,Sunny
21200504,12,21,24%,North,<12km/h,2,Sunny
21200504,13,21,25%,North,<12km/h,2,Sunny
21200504,14,21,27%,North,<12km/h,2,Sunny
21200504,15,20,,Southeast,,<3,Sunny
21200504,16,20,25%,Northwest,<12km/h,1,Sunny
21200504,17,16,46%,Northeast,<12km/h,1,Sunny
21200504,18,13,54%,North,<12km/h,1,Sunny
21200504,19,13,57%,Quiet,,0,Sunny
21200504,20,12,61%,Northwest,<12km/h,1,Sunny
21200504,21,15,79%,Northeast,<12km/h,2,Sunny
21200504,22,16,,Southeast,,<3,Overcast
21200504,23,16,,Southeast,,<3,Overcast
21200505,00,11,83%,Northwest,<12km/h,2,Sunny
21200505,01,16,,Southeast,,<3,Overcast
21200505,02,16,,Southeast,,<3,Overcast
21200505,03,16,69%,East,<12km/h,3,Sunny
21200505,04,13,94%,North,<12km/h,1,Sunny
21200505,05,13,93%,Northeast,<12km/h,1,Sunny
21200505,06,13,94%,Northwest,<12km/h,1,Overcast
21200505,07,13,94%,Northeast,<12km/h,1,Overcast
21200505,08,16,84%,Quiet,,0,Overcast
21200505,09,19,63%,Southeast,<12km/h,2,Overcast
21200505,10,19,63%,Southeast,<12km/h,2,Overcast
21200505,11,20,,Southeast,,<3,Overcast
21200505,12,19,62%,Southeast,<12km/h,2,Overcast
21200505,13,19,62%,Southeast,<12km/h,2,Overcast
21200505,14,19,67%,South,<12km/h,2,Overcast
21200505,15,21,,Southeast,,<3,Overcast
21200505,16,21,,Southeast,,<3,Overcast
21200505,17,18,,,,<3,Cloudy
21200505,18,16,88%,East,<12km/h,1,Cloudy
21200505,19,16,89%,Northeast,<12km/h,1,Cloudy
21200505,20,18,,,,<3,Cloudy
21200505,21,17,83%,Quiet,,0,Sunny
21200505,22,18,,,,<3,Cloudy
21200505,23,18,,,,<3,Cloudy
21200506,00,7,,,,5-6,Overcast
21200506,01,7,64%,West,<12km/h,3,Overcast
21200506,02,7,,,,5-6,Overcast
21200506,03,7,,,,5-6,Overcast
21200506,04,7,,,,5-6,Overcast
21200506,05,7,,,,5-6,Overcast
21200506,06,6,69%,Northwest,<12km/h,2,Cloudy
21200506,07,8,,,,4-5,Overcast
21200506,08,7,,,,4-5,Overcast
21200506,09,8,,,,4-5,Overcast
21200506,10,8,,,,4-5,Overcast
21200506,11,8,,,,4-5,Overcast
21200506,12,7,,,,4-5,Overcast
21200506,13,8,,,,4-5,Overcast
21200506,14,8,,,,4-5,Overcast
21200506,15,8,,,,4-5,Overcast
21200506,16,8,,,,4-5,Overcast
21200506,17,5,74%,Northwest,16-24km/h,4,Cloudy
21200506,18,7,,,,3-4,Overcast
21200506,19,7,,,,3-4,Overcast
21200506,20,6,,,,3-4,Overcast
21200506,21,7,,,,3-4,Overcast
21200506,22,7,,,,3-4,Overcast
21200506,23,7,,,,3-4,Overcast
21200507,00,16,43%,Northwest,<12km/h,2,Cloudy
21200507,01,15,40%,North,<12km/h,2,Cloudy
21200507,02,15,,Southeast,,5-6,Cloudy
21200507,03,15,58%,North,34-44km/h,6,Sunny
21200507,04,15,,Southeast,,5-6,Cloudy
21200507,05,14,59%,North,<12km/h,3,Sunny
21200507,06,14,50%,Northeast,<12km/h,2,Sunny
