21200501,00,16,89%,Northwest,24-34km/h,5,Sunny
21200501,01,15,,,,<3,Sunny
21200501,02,15,,,,<3,Sunny
21200501,03,15,87%,North,<12km/h,2,Sunny
21200501,04,15,,,,<3,Sunny
21200501,05,15,86%,North,<12km/h,2,Sunny
21200501,06,15,87%,North,<12km/h,2,Sunny
21200501,07,15,82%,Northwest,24-34km/h,5,Sunny
21200501,08,23,,,,<3,Cloudy
21200501,09,19,66%,Northeast,34-44km/h,6,Sunny
21200501,10,23,,,,<3,Cloudy
21200501,11,23,,,,<3,Cloudy
21200501,12,23,,,,<3,Cloudy
21200501,13,23,,,,<3,Cloudy
21200501,14,23,45%,North,<12km/h,3,Cloudy
21200501,15,23,47%,Northeast,34-44km/h,6,Cloudy
21200501,16,23,,,,<3,Cloudy
21200501,17,21,60%,Northeast,34-44km/h,6,Sunny
21200501,18,20,66%,North,24-34km/h,5,Sunny
21200501,19,14,,,,<3,Sunny
21200501,20,18,69%,North,<12km/h,3,Sunny
21200501,21,18,69%,North,<12km/h,1,Sunny
21200501,22,18,66%,North,<12km/h,1,Sunny
21200501,23,17,67%,West,16-24km/h,4,Sunny
21200502,00,16,,,,<3,Overcast
21200502,01,16,,,,<3,Overcast
21200502,02,18,75%,North,16-24km/h,4,Cloudy
21200502,03,17,77%,North,16-24km/h,4,Cloudy
21200502,04,17,78%,North,16-24km/h,4,Cloudy
21200502,05,16,,,,<3,Overcast
21200502,06,17,80%,North,16-24km/h,4,Overcast
21200502,07,17,83%,North,<12km/h,3,Overcast
21200502,08,21,,,,<3,Overcast
21200502,09,17,88%,North,16-24km/h,4,Overcast
21200502,10,21,,,,<3,Overcast
21200502,11,21,,,,<3,Overcast
21200502,12,19,67%,North,<12km/h,2,Overcast
21200502,13,19,66%,North,<12km/h,2,Overcast
21200502,14,19,65%,North,<12km/h,2,Cloudy
21200502,15,19,61%,North,<12km/h,2,Cloudy
21200502,16,19,60%,North,<12km/h,2,Cloudy
21200502,17,19,59%,North,<12km/h,2,Overcast
21200502,18,14,,,,<3,Lightrain
21200502,19,18,66%,Northwest,<12km/h,2,Overcast
21200502,20,17,65%,Northwest,<12km/h,2,Overcast
21200502,21,14,,,,<3,Lightrain
21200502,22,14,,,,<3,Lightrain
21200502,23,17,68%,Northwest,<12km/h,1,Cloudy
