zoneid,tsfout,tsfin,tsfpair
0,3.9000000000000004,3.7,3.8000000000000003
1,22.200000000000003,22.200000000000003,22.200000000000003
2,19.000000000000007,18.8,18.900000000000006
3,578.4999999999997,579.0999999999998,578.7999999999997
4,565.4999999999995,571.3999999999999,568.4499999999997
5,374.39999999999964,370.69999999999965,372.5499999999996
6,367.49999999999966,368.4999999999996,367.99999999999966
7,224.49999999999983,238.69999999999982,231.59999999999982
8,260.1999999999998,251.79999999999984,255.99999999999983
9,214.99999999999994,210.7999999999999,212.89999999999992
10,38.5,37.20000000000001,37.85000000000001
11,65.90000000000003,67.50000000000001,66.70000000000002
12,41.80000000000002,42.099999999999994,41.95
13,189.50000000000003,192.80000000000004,191.15000000000003
14,10.499999999999998,10.9,10.7
15,276.4,284.80000000000007,280.6
16,668.1,639.4000000000003,653.7500000000002
17,244.89999999999998,253.40000000000003,249.15
18,0.30000000000000004,0.1,0.2
19,250.70000000000002,255.6,253.15
20,487.40000000000015,507.60000000000014,497.5000000000001
21,113.7,108.2,110.95
22,6.099999999999999,5.8,5.949999999999999
23,184.60000000000005,182.20000000000002,183.40000000000003
24,132.29999999999998,129.39999999999995,130.84999999999997
25,67.9,61.800000000000004,64.85000000000001
26,2.4000000000000004,2.5000000000000004,2.45
27,181.7999999999999,183.29999999999993,182.5499999999999
28,146.39999999999986,146.89999999999992,146.6499999999999
29,83.19999999999999,75.9,79.55
