zoneid,tsfout,tsfin,tsfpair
0,9.6,8.899999999999999,9.25
1,61.400000000000006,55.80000000000001,58.60000000000001
2,25.700000000000006,27.100000000000012,26.40000000000001
3,4.499999999999999,4.1000000000000005,4.3
4,280.1,280.8,280.45000000000005
5,237.49999999999991,237.9,237.69999999999996
6,381.49999999999983,395.8999999999998,388.6999999999998
7,376.2999999999998,372.79999999999995,374.54999999999984
8,351.69999999999993,357.1999999999998,354.4499999999999
9,620.8999999999994,612.2999999999994,616.5999999999995
10,78.99999999999999,74.2,76.6
11,114.50000000000003,116.9,115.70000000000002
12,101.89999999999996,99.59999999999997,100.74999999999997
13,13.8,13.799999999999999,13.8
14,103.49999999999994,103.29999999999998,103.39999999999996
15,187.99999999999997,199.1999999999999,193.59999999999994
16,280.1999999999999,283.39999999999986,281.79999999999984
17,309.4,317.49999999999994,313.44999999999993
18,181.89999999999995,175.1,178.49999999999997
19,49.39999999999999,47.80000000000001,48.6
20,29.000000000000004,28.200000000000006,28.600000000000005
21,54.4,57.300000000000004,55.85
22,267.1999999999999,277.49999999999994,272.3499999999999
23,291.6999999999998,290.3999999999998,291.04999999999984
24,39.30000000000001,39.20000000000001,39.250000000000014
25,95.3,88.99999999999999,92.14999999999999
26,13.999999999999998,14.7,14.349999999999998
27,79.29999999999998,71.40000000000002,75.35
28,44.300000000000004,40.2,42.25
29,5.099999999999998,4.5,4.799999999999999
30,19.900000000000006,19.200000000000003,19.550000000000004
31,3.500000000000001,3.0000000000000004,3.250000000000001
32,39.9,43.099999999999994,41.5
33,12.7,12.700000000000001,12.7
34,26.200000000000003,22.800000000000004,24.500000000000004
35,2.6000000000000005,2.5000000000000004,2.5500000000000007
36,7.100000000000001,6.1,6.6000000000000005
37,140.29999999999995,134.99999999999994,137.64999999999995
38,270.29999999999984,271.29999999999967,270.7999999999997
39,209.19999999999976,212.49999999999977,210.84999999999977
40,37.400000000000006,36.599999999999994,37.0
41,6.299999999999998,5.999999999999998,6.149999999999999
42,5.799999999999999,5.199999999999999,5.499999999999999
43,51.100000000000016,52.7,51.900000000000006
44,161.29999999999998,156.49999999999997,158.89999999999998
45,71.9,73.4,72.65
46,26.200000000000006,27.200000000000003,26.700000000000003
47,115.8,120.29999999999997,118.04999999999998
48,83.99999999999997,81.89999999999999,82.94999999999999
49,99.99999999999999,98.90000000000003,99.45000000000002
50,3.5000000000000004,4.1000000000000005,3.8000000000000007
51,27.699999999999996,26.400000000000002,27.049999999999997
52,0.9,0.6,0.75
