zoneid,tsfout,tsfin,tsfpair
0,21.90000000000002,21.900000000000006,21.900000000000013
1,36.7,34.000000000000014,35.35000000000001
2,111.49999999999997,102.49999999999996,106.99999999999997
3,123.6,126.99999999999999,125.29999999999998
4,276.5999999999999,280.2,278.4
5,135.50000000000003,146.1,140.8
6,144.69999999999993,148.89999999999995,146.79999999999995
7,837.5000000000001,857.7,847.6000000000001
8,966.5000000000001,1032.9999999999998,999.75
9,1334.8999999999996,1357.399999999999,1346.1499999999992
10,1596.299999999999,1603.5999999999988,1599.949999999999
11,973.1999999999996,970.3000000000002,971.7499999999999
12,997.9999999999998,947.4000000000002,972.7
13,1538.5999999999995,1549.5999999999992,1544.0999999999995
14,1175.4999999999993,1181.3999999999996,1178.4499999999994
15,1122.7999999999993,1088.5,1105.6499999999996
16,1405.7,1442.6999999999996,1424.1999999999998
17,953.4999999999999,946.6,950.05
18,1900.3999999999983,1861.599999999998,1880.9999999999982
19,1710.4999999999984,1738.6999999999987,1724.5999999999985
20,1570.999999999999,1568.7999999999986,1569.8999999999987
21,427.60000000000025,440.7000000000001,434.1500000000002
22,260.8,260.8,260.8
23,189.60000000000005,202.20000000000002,195.90000000000003
24,272.40000000000003,289.79999999999995,281.1
25,1227.0,1314.8000000000015,1270.9000000000008
26,1612.6000000000004,1528.9999999999989,1570.7999999999997
27,425.4000000000001,448.2,436.80000000000007
28,504.1000000000002,496.6000000000002,500.3500000000002
29,3342.2999999999997,3153.7999999999993,3248.0499999999993
30,1935.4999999999995,1933.6999999999991,1934.5999999999995
31,1699.499999999999,1701.099999999999,1700.299999999999
32,954.4,877.0000000000003,915.7000000000002
33,472.60000000000025,468.0000000000002,470.30000000000024
34,1322.8999999999996,1248.1000000000001,1285.5
35,914.1,872.8000000000002,893.45
36,928.4000000000001,929.9000000000001,929.1500000000001
37,1294.9999999999995,1305.3999999999994,1300.1999999999994
38,2606.7999999999984,2569.099999999999,2587.949999999999
39,3718.8999999999996,3493.1999999999975,3606.0499999999984
40,2365.999999999999,2319.999999999999,2342.999999999999
41,1339.3,1312.6999999999996,1325.9999999999998
42,1309.2999999999995,1366.6999999999996,1337.9999999999995
43,1786.699999999999,1777.8999999999987,1782.2999999999988
44,866.7,861.4,864.05
45,571.1000000000001,604.6,587.8500000000001
46,1266.3999999999996,1223.5000000000005,1244.95
