zoneid,tsfout,tsfin,tsfpair
0,8.399999999999999,7.499999999999999,7.949999999999999
1,4.899999999999999,5.399999999999999,5.149999999999999
2,2.2000000000000006,2.9000000000000004,2.5500000000000007
3,1.6000000000000003,1.8000000000000005,1.7000000000000004
4,5.499999999999999,6.299999999999998,5.899999999999999
5,39.300000000000004,40.99999999999999,40.15
6,210.69999999999993,212.49999999999997,211.59999999999997
7,87.30000000000001,91.60000000000001,89.45000000000002
8,323.99999999999983,326.39999999999986,325.1999999999998
9,466.19999999999976,461.0999999999997,463.64999999999975
10,35.60000000000002,34.300000000000004,34.95000000000002
11,182.19999999999993,178.3,180.24999999999997
12,27.90000000000001,26.9,27.400000000000006
13,17.400000000000006,16.2,16.800000000000004
14,11.2,12.299999999999997,11.749999999999998
15,0.30000000000000004,0.6,0.45
16,0.4,0.5,0.45
17,9.4,8.3,8.850000000000001
18,6.3,6.0,6.15
19,4.399999999999999,4.8,4.6
20,52.30000000000001,51.70000000000002,52.000000000000014
21,52.400000000000006,55.400000000000006,53.900000000000006
22,13.6,15.199999999999998,14.399999999999999
23,211.39999999999984,206.29999999999984,208.84999999999985
24,157.09999999999985,160.8999999999998,158.99999999999983
25,33.6,33.0,33.3
26,19.000000000000004,22.900000000000002,20.950000000000003
27,45.9,41.40000000000001,43.650000000000006
28,20.999999999999996,21.9,21.449999999999996
29,6.499999999999999,6.599999999999999,6.549999999999999
30,25.800000000000004,22.9,24.35
31,7.099999999999998,7.6000000000000005,7.35
32,44.60000000000001,42.70000000000001,43.650000000000006
33,1.6000000000000003,1.5000000000000004,1.5500000000000003
34,172.49999999999983,177.79999999999984,175.14999999999984
35,200.6999999999998,199.09999999999985,199.8999999999998
36,19.90000000000001,20.300000000000004,20.10000000000001
37,16.600000000000005,14.899999999999999,15.750000000000002
