zoneid,tsfout,tsfin,tsfpair
0,2.6000000000000005,3.0000000000000004,2.8000000000000007
1,0.7999999999999999,1.1,0.95
2,6.799999999999998,6.699999999999998,6.749999999999998
3,6.399999999999999,6.599999999999998,6.499999999999998
5,25.8,26.00000000000001,25.900000000000006
6,39.80000000000002,39.50000000000001,39.65000000000001
7,25.199999999999992,24.400000000000006,24.799999999999997
8,3.800000000000001,3.600000000000001,3.700000000000001
9,8.100000000000001,8.799999999999997,8.45
10,0.6,0.5,0.55
11,40.400000000000006,41.80000000000002,41.10000000000001
12,41.100000000000016,40.0,40.55000000000001
13,90.20000000000002,93.60000000000004,91.90000000000003
14,70.39999999999999,68.7,69.55
15,21.400000000000002,20.6,21.0
16,29.700000000000017,28.900000000000016,29.30000000000002
17,17.700000000000006,15.500000000000002,16.600000000000005
18,53.5,51.49999999999999,52.5
19,67.49999999999997,71.20000000000002,69.35
20,32.7,32.20000000000001,32.45
21,81.60000000000001,79.90000000000002,80.75000000000001
22,93.80000000000003,94.60000000000001,94.20000000000002
23,8.2,7.500000000000001,7.85
24,174.99999999999994,172.70000000000002,173.84999999999997
25,131.49999999999994,132.2,131.84999999999997
26,114.19999999999996,114.8999999999999,114.54999999999993
27,112.79999999999994,116.19999999999995,114.49999999999994
28,25.599999999999994,24.6,25.099999999999998
29,8.799999999999997,9.6,9.2
30,9.4,9.299999999999999,9.35
32,1.9000000000000001,2.3000000000000003,2.1
33,1.0,0.30000000000000004,0.65
