zoneid,tsfout,tsfin,tsfpair
0,0.1,0.8,0.45
1,151.4,156.6,154.0
2,46.30000000000001,45.50000000000001,45.900000000000006
3,209.20000000000002,212.89999999999998,211.05
4,1208.1000000000004,1196.8999999999994,1202.5
5,1211.5999999999995,1197.9999999999995,1204.7999999999995
6,300.8999999999999,296.7,298.79999999999995
7,54.600000000000016,60.10000000000001,57.35000000000001
8,18.200000000000006,15.1,16.650000000000002
9,746.1999999999999,755.6999999999998,750.9499999999998
10,731.9999999999997,757.7999999999998,744.8999999999997
11,51.80000000000001,53.40000000000001,52.60000000000001
12,102.29999999999998,106.19999999999999,104.24999999999999
13,269.1000000000001,273.30000000000007,271.20000000000005
14,131.09999999999994,124.4,127.74999999999997
15,19.700000000000003,20.300000000000004,20.000000000000004
16,664.6000000000001,652.5999999999999,658.6
17,157.29999999999998,162.4,159.85
18,510.1999999999999,501.7999999999997,505.9999999999998
19,29.3,28.999999999999996,29.15
20,1004.4,971.9,988.15
21,151.90000000000003,154.90000000000003,153.40000000000003
22,542.2999999999997,549.9999999999999,546.1499999999999
23,384.69999999999953,393.8999999999995,389.2999999999995
24,149.99999999999994,153.2,151.59999999999997
25,9.3,7.999999999999999,8.65
26,131.20000000000005,122.00000000000001,126.60000000000002
27,398.8,402.79999999999995,400.79999999999995
28,108.99999999999997,106.0,107.49999999999999
29,163.4,154.3,158.85000000000002
30,819.1000000000003,827.0000000000001,823.0500000000002
31,190.20000000000005,198.29999999999998,194.25
32,116.50000000000001,117.00000000000003,116.75000000000003
33,941.2999999999997,943.3999999999999,942.3499999999998
34,296.7,306.3999999999999,301.54999999999995
35,17.000000000000004,18.6,17.800000000000004
36,0.9,0.7999999999999999,0.85
37,0.1,0.1,0.1
38,194.6,192.7,193.64999999999998
39,812.1999999999997,821.5999999999995,816.8999999999996
40,907.7999999999997,901.1999999999995,904.4999999999995
41,123.09999999999995,118.59999999999998,120.84999999999997
42,7.099999999999999,9.0,8.049999999999999
43,27.600000000000005,27.900000000000006,27.750000000000007
44,22.300000000000004,22.4,22.35
45,87.89999999999999,81.79999999999998,84.85
46,24.9,24.700000000000003,24.8
47,22.500000000000004,22.8,22.650000000000002
