zoneid,tsfout,tsfin,tsfpair
0,37.60000000000001,37.20000000000002,37.40000000000001
1,31.90000000000001,31.800000000000004,31.85000000000001
2,96.59999999999998,101.89999999999998,99.24999999999997
3,104.3,104.0,104.15
4,132.70000000000002,132.00000000000003,132.35000000000002
5,107.50000000000003,105.60000000000001,106.55000000000001
6,251.10000000000002,250.9,251.0
7,53.400000000000006,55.40000000000002,54.40000000000001
8,616.3999999999997,619.1999999999997,617.7999999999997
9,414.6999999999999,420.09999999999997,417.3999999999999
10,116.09999999999998,122.60000000000002,119.35
11,434.09999999999997,459.70000000000005,446.9
12,336.1999999999999,333.9,335.04999999999995
13,567.2999999999996,546.9000000000001,557.0999999999999
14,415.20000000000005,418.20000000000005,416.70000000000005
15,68.2,66.70000000000002,67.45000000000002
16,193.0,180.29999999999998,186.64999999999998
17,171.39999999999998,159.8,165.6
18,455.6999999999995,459.19999999999953,457.4499999999995
19,380.4999999999995,389.29999999999967,384.8999999999996
20,433.5999999999997,422.8999999999996,428.24999999999966
21,3.2,2.6000000000000005,2.9000000000000004
22,64.69999999999999,62.29999999999999,63.499999999999986
23,145.49999999999997,147.79999999999998,146.64999999999998
24,34.70000000000001,38.30000000000002,36.500000000000014
25,141.39999999999986,138.69999999999982,140.04999999999984
26,3.7,3.4000000000000004,3.5500000000000003
27,141.49999999999983,146.3999999999999,143.94999999999987
28,16.800000000000004,16.500000000000004,16.650000000000006
29,94.60000000000001,99.4,97.0
30,41.1,39.9,40.5
31,66.10000000000001,64.8,65.45
32,47.699999999999996,49.500000000000014,48.60000000000001
33,73.09999999999998,73.70000000000002,73.4
34,91.0,84.69999999999999,87.85
35,177.49999999999997,180.19999999999996,178.84999999999997
36,125.1,127.09999999999997,126.09999999999998
37,196.29999999999984,199.89999999999984,198.09999999999985
38,705.0999999999995,696.9999999999995,701.0499999999995
39,508.2999999999997,527.2999999999997,517.7999999999997
40,124.0,123.60000000000001,123.80000000000001
41,38.0,39.70000000000001,38.85000000000001
42,176.39999999999984,168.79999999999987,172.59999999999985
43,442.49999999999983,444.3999999999998,443.4499999999998
44,437.7999999999997,447.1999999999999,442.4999999999998
45,462.4999999999999,474.9999999999999,468.7499999999999
46,387.29999999999984,395.39999999999986,391.34999999999985
47,334.59999999999985,347.5999999999996,341.09999999999974
48,682.4999999999994,664.6999999999994,673.5999999999995
49,174.60000000000005,167.89999999999995,171.25
50,567.8999999999996,558.4999999999995,563.1999999999996
51,575.9999999999999,580.6999999999996,578.3499999999997
52,2.6000000000000005,1.6000000000000005,2.1000000000000005
53,805.9999999999997,808.5999999999999,807.2999999999997
54,232.90000000000003,218.30000000000007,225.60000000000005
55,328.8999999999999,341.10000000000014,335.0
56,982.800000000001,905.2000000000002,944.0000000000006
57,633.4999999999999,650.8000000000001,642.15
58,210.3,210.09999999999997,210.2
59,450.9,473.0000000000001,461.95000000000005
60,179.39999999999998,176.19999999999996,177.79999999999995
61,94.30000000000001,97.60000000000004,95.95000000000002
62,125.10000000000001,125.80000000000001,125.45000000000002
63,45.30000000000002,47.4,46.35000000000001
64,2.6,3.1000000000000005,2.8500000000000005
65,182.09999999999985,194.59999999999988,188.34999999999985
66,40.8,40.10000000000001,40.45
67,169.8999999999999,161.49999999999994,165.69999999999993
68,33.80000000000001,35.100000000000016,34.45000000000002
69,3.100000000000001,2.3000000000000003,2.7000000000000006
70,18.900000000000006,19.3,19.1
71,9.999999999999998,9.8,9.899999999999999
72,4.5,4.000000000000001,4.25
73,1.6000000000000003,2.1,1.85
74,1.1,1.2000000000000002,1.1500000000000001
