21200501,A,B,0.379566
21200501,A,C,0.11975
21200501,A,D,0.249966
21200501,A,E,0.0595512
21200501,A,F,0.205351
21200501,A,G,0.108216
21200501,A,H,0.504986
21200501,A,I,0.114761
21200501,A,J,0.596678
21200501,A,K,0.0342144
21200501,B,A,0.33129
21200501,C,A,0.117547
21200501,D,A,0.308027
21200501,E,A,0.054756
21200501,F,A,0.22829
21200501,G,A,0.117547
21200501,H,A,0.578696
21200501,I,A,0.121079
21200501,J,A,0.602867
21200501,K,A,0.0317196
21200502,A,B,0.354974
21200502,A,C,0.0976212
21200502,A,D,0.219964
21200502,A,E,0.0526824
21200502,A,F,0.196052
21200502,A,G,0.0992736
21200502,A,H,0.495104
21200502,A,I,0.100116
21200502,A,J,0.569884
21200502,A,K,0.0302292
21200502,B,A,0.316872
21200502,C,A,0.117418
21200502,D,A,0.250614
21200502,E,A,0.0577368
21200502,F,A,0.211313
21200502,G,A,0.104134
21200502,H,A,0.482695
21200502,I,A,0.108086
21200502,J,A,0.54594
21200502,K,A,0.0346356
21200503,A,B,0.470578
21200503,A,C,0.120528
21200503,A,D,0.328342
21200503,A,E,0.0689472
21200503,A,F,0.267268
21200503,A,G,0.143791
21200503,A,H,0.684158
21200503,A,I,0.124805
21200503,A,J,0.698706
21200503,A,K,0.0396252
21200503,B,A,0.391198
21200503,C,A,0.163199
21200503,D,A,0.331808
21200503,E,A,0.078732
21200503,F,A,0.291049
21200503,G,A,0.128822
21200503,H,A,0.583459
21200503,I,A,0.150206
21200503,J,A,0.619358
21200503,K,A,0.0442584
21200504,A,B,0.37409
21200504,A,C,0.104749
21200504,A,D,0.238108
21200504,A,E,0.0527148
21200504,A,F,0.189346
21200504,A,G,0.093636
21200504,A,H,0.500904
21200504,A,I,0.0936036
21200504,A,J,0.613008
21200504,A,K,0.0274752
21200504,B,A,0.336992
21200504,C,A,0.107924
21200504,D,A,0.275108
21200504,E,A,0.0517428
21200504,F,A,0.214002
21200504,G,A,0.105851
21200504,H,A,0.577724
21200504,I,A,0.110549
21200504,J,A,0.601862
21200504,K,A,0.0289656
21200505,A,B,0.33048
21200505,A,C,0.103486
21200505,A,D,0.233701
21200505,A,E,0.0522936
21200505,A,F,0.187175
21200505,A,G,0.0975888
21200505,A,H,0.494586
21200505,A,I,0.0985284
21200505,A,J,0.622372
21200505,A,K,0.0266976
21200505,B,A,0.337673
21200505,C,A,0.104328
21200505,D,A,0.236164
21200505,E,A,0.0488592
21200505,F,A,0.197219
21200505,G,A,0.095418
21200505,H,A,0.504306
21200505,I,A,0.108896
21200505,J,A,0.548305
21200505,K,A,0.0256932
21200506,A,B,0.443977
21200506,A,C,0.247342
21200506,A,D,0.356432
21200506,A,E,0.102514
21200506,A,F,0.31846
21200506,A,G,0.172109
21200506,A,H,0.676966
21200506,A,I,0.211734
21200506,A,J,0.737003
21200506,A,K,0.0425736
21200506,B,A,0.43659
21200506,C,A,0.183384
21200506,D,A,0.393757
21200506,E,A,0.08748
21200506,F,A,0.323482
21200506,G,A,0.143629
21200506,H,A,0.716008
21200506,I,A,0.2025
21200506,J,A,0.782395
21200506,K,A,0.055566
21200507,A,B,0.355493
21200507,A,C,0.106888
21200507,A,D,0.241153
21200507,A,E,0.0567
21200507,A,F,0.196344
21200507,A,G,0.101574
21200507,A,H,0.544968
21200507,A,I,0.108637
21200507,A,J,0.590846
21200507,A,K,0.0271188
21200507,B,A,0.318913
21200507,C,A,0.116867
21200507,D,A,0.256738
21200507,E,A,0.0583848
21200507,F,A,0.217339
21200507,G,A,0.105268
21200507,H,A,0.521381
21200507,I,A,0.127786
21200507,J,A,0.583232
21200507,K,A,0.0310392
21200508,A,B,0.478386
21200508,A,C,0.125291
21200508,A,D,0.351346
21200508,A,E,0.0655452
21200508,A,F,0.272484
21200508,A,G,0.151178
21200508,A,H,0.712541
21200508,A,I,0.13702
21200508,A,J,0.735869
21200508,A,K,0.0410184
21200508,B,A,0.399233
21200508,C,A,0.169258
21200508,D,A,0.349466
21200508,E,A,0.0866052
21200508,F,A,0.309712
21200508,G,A,0.134298
21200508,H,A,0.620978
21200508,I,A,0.160898
21200508,J,A,0.652795
21200508,K,A,0.0459108
21200509,A,B,0.490763
21200509,A,C,0.104004
21200509,A,D,0.306439
21200509,A,E,0.0489888
21200509,A,F,0.228355
21200509,A,G,0.11489
21200509,A,H,0.654966
21200509,A,I,0.109123
21200509,A,J,0.701719
21200509,A,K,0.0382968
21200509,B,A,0.374998
21200509,C,A,0.125194
21200509,D,A,0.330188
21200509,E,A,0.0573804
21200509,F,A,0.270022
21200509,G,A,0.118811
21200509,H,A,0.583038
21200509,I,A,0.122893
21200509,J,A,0.615892
21200509,K,A,0.0309096
21200510,A,B,0.495428
21200510,A,C,0.100505
21200510,A,D,0.300672
21200510,A,E,0.0546588
21200510,A,F,0.22667
21200510,A,G,0.115603
21200510,A,H,0.641779
21200510,A,I,0.110387
21200510,A,J,0.671069
21200510,A,K,0.0395604
21200510,B,A,0.380344
21200510,C,A,0.127915
21200510,D,A,0.321019
21200510,E,A,0.061236
21200510,F,A,0.270086
21200510,G,A,0.116608
21200510,H,A,0.564473
21200510,I,A,0.128596
21200510,J,A,0.605038
21200510,K,A,0.0303264
21200511,A,B,0.416146
21200511,A,C,0.133974
21200511,A,D,0.283403
21200511,A,E,0.0672948
21200511,A,F,0.250711
21200511,A,G,0.121565
21200511,A,H,0.569722
21200511,A,I,0.12798
21200511,A,J,0.616669
21200511,A,K,0.0407268
21200511,B,A,0.46021
21200511,C,A,0.138348
21200511,D,A,0.400756
21200511,E,A,0.0749736
21200511,F,A,0.301514
21200511,G,A,0.16187
21200511,H,A,0.720155
21200511,I,A,0.153187
21200511,J,A,0.693587
21200511,K,A,0.0423144
21200512,A,B,0.377233
21200512,A,C,0.11003
21200512,A,D,0.239339
21200512,A,E,0.0556308
21200512,A,F,0.199098
21200512,A,G,0.0988524
21200512,A,H,0.49802
21200512,A,I,0.100732
21200512,A,J,0.594799
21200512,A,K,0.0245592
21200512,B,A,0.337316
21200512,C,A,0.111002
21200512,D,A,0.289105
21200512,E,A,0.0654804
21200512,F,A,0.224143
21200512,G,A,0.118973
21200512,H,A,0.572832
21200512,I,A,0.128207
21200512,J,A,0.580057
21200512,K,A,0.024786
21200513,A,B,0.316645
21200513,A,C,0.0922104
21200513,A,D,0.226055
21200513,A,E,0.0485352
21200513,A,F,0.183578
21200513,A,G,0.0957096
21200513,A,H,0.462996
21200513,A,I,0.0921132
21200513,A,J,0.562367
21200513,A,K,0.0282528
21200513,B,A,0.301352
21200513,C,A,0.107568
21200513,D,A,0.252493
21200513,E,A,0.0540432
21200513,F,A,0.195113
21200513,G,A,0.0983988
21200513,H,A,0.501163
21200513,I,A,0.108313
21200513,J,A,0.516683
21200513,K,A,0.0279936
21200514,A,B,0.336668
21200514,A,C,0.0995976
21200514,A,D,0.227675
21200514,A,E,0.0487296
21200514,A,F,0.177358
21200514,A,G,0.0941544
21200514,A,H,0.469282
21200514,A,I,0.10219
21200514,A,J,0.569009
21200514,A,K,0.026406
21200514,B,A,0.325328
21200514,C,A,0.100634
21200514,D,A,0.24057
21200514,E,A,0.0468828
21200514,F,A,0.188698
21200514,G,A,0.096714
21200514,H,A,0.49316
21200514,I,A,0.106175
21200514,J,A,0.538034
21200514,K,A,0.0253044
21200515,A,B,0.332068
21200515,A,C,0.097362
21200515,A,D,0.219834
21200515,A,E,0.0517428
21200515,A,F,0.176386
21200515,A,G,0.099144
21200515,A,H,0.470286
21200515,A,I,0.099144
21200515,A,J,0.54027
21200515,A,K,0.0286416
21200515,B,A,0.309647
21200515,C,A,0.1076
21200515,D,A,0.25123
21200515,E,A,0.055728
21200515,F,A,0.21128
21200515,G,A,0.103032
21200515,H,A,0.482371
21200515,I,A,0.119588
21200515,J,A,0.51584
21200515,K,A,0.0311364
21200516,A,B,0.451786
21200516,A,C,0.0941868
21200516,A,D,0.263347
21200516,A,E,0.0518076
21200516,A,F,0.200912
21200516,A,G,0.114307
21200516,A,H,0.609314
21200516,A,I,0.090882
21200516,A,J,0.667148
21200516,A,K,0.0303912
21200516,B,A,0.386111
21200516,C,A,0.112525
21200516,D,A,0.295164
21200516,E,A,0.0522612
21200516,F,A,0.248638
21200516,G,A,0.106628
21200516,H,A,0.566611
21200516,I,A,0.120139
21200516,J,A,0.6052
21200516,K,A,0.0272484
21200517,A,B,0.361325
21200517,A,C,0.0999864
21200517,A,D,0.231077
21200517,A,E,0.0525204
21200517,A,F,0.193493
21200517,A,G,0.102449
21200517,A,H,0.500807
21200517,A,I,0.100537
21200517,A,J,0.598428
21200517,A,K,0.0242352
21200517,B,A,0.320501
21200517,C,A,0.126619
21200517,D,A,0.269244
21200517,E,A,0.0680076
21200517,F,A,0.215849
21200517,G,A,0.110419
21200517,H,A,0.505764
21200517,I,A,0.131252
21200517,J,A,0.567227
21200517,K,A,0.033372
21200518,A,B,0.472133
21200518,A,C,0.137149
21200518,A,D,0.353128
21200518,A,E,0.075654
21200518,A,F,0.278413
21200518,A,G,0.162713
21200518,A,H,0.691254
21200518,A,I,0.144634
21200518,A,J,0.709139
21200518,A,K,0.0369036
21200518,B,A,0.403704
21200518,C,A,0.181246
21200518,D,A,0.350989
21200518,E,A,0.0817776
21200518,F,A,0.302648
21200518,G,A,0.134492
21200518,H,A,0.57659
21200518,I,A,0.168739
21200518,J,A,0.629759
21200518,K,A,0.0386532
21200519,A,B,0.468698
21200519,A,C,0.122018
21200519,A,D,0.302648
21200519,A,E,0.0567972
21200519,A,F,0.214229
21200519,A,G,0.117709
21200519,A,H,0.621497
21200519,A,I,0.11489
21200519,A,J,0.648162
21200519,A,K,0.0292572
21200519,B,A,0.372308
21200519,C,A,0.116122
21200519,D,A,0.296978
21200519,E,A,0.0569916
21200519,F,A,0.244976
21200519,G,A,0.120107
21200519,H,A,0.547625
21200519,I,A,0.117644
21200519,J,A,0.578956
21200519,K,A,0.0263736
21200520,A,B,0.333072
21200520,A,C,0.0903636
21200520,A,D,0.232762
21200520,A,E,0.05022
21200520,A,F,0.178816
21200520,A,G,0.0958716
21200520,A,H,0.498053
21200520,A,I,0.0921456
21200520,A,J,0.600275
21200520,A,K,0.0269244
21200520,B,A,0.337867
21200520,C,A,0.109739
21200520,D,A,0.256349
21200520,E,A,0.047466
21200520,F,A,0.190026
21200520,G,A,0.102028
21200520,H,A,0.505667
21200520,I,A,0.108151
21200520,J,A,0.553068
21200520,K,A,0.027054
21200521,A,B,0.381089
21200521,A,C,0.129244
21200521,A,D,0.285347
21200521,A,E,0.0705672
21200521,A,F,0.232632
21200521,A,G,0.115506
21200521,A,H,0.541696
21200521,A,I,0.125032
21200521,A,J,0.60196
21200521,A,K,0.0302292
21200521,B,A,0.452077
21200521,C,A,0.13945
21200521,D,A,0.374252
21200521,E,A,0.0747144
21200521,F,A,0.291632
21200521,G,A,0.163393
21200521,H,A,0.692032
21200521,I,A,0.153511
21200521,J,A,0.650365
21200521,K,A,0.0343764
21200522,A,B,0.364338
21200522,A,C,0.107147
21200522,A,D,0.242482
21200522,A,E,0.0558576
21200522,A,F,0.182736
21200522,A,G,0.10057
21200522,A,H,0.466657
21200522,A,I,0.101185
21200522,A,J,0.550444
21200522,A,K,0.0276696
21200522,B,A,0.324713
21200522,C,A,0.11732
21200522,D,A,0.298987
21200522,E,A,0.0554688
21200522,F,A,0.2164
21200522,G,A,0.124837
21200522,H,A,0.556794
21200522,I,A,0.117061
21200522,J,A,0.568166
21200522,K,A,0.023328
21200523,A,B,0.387893
21200523,A,C,0.126911
21200523,A,D,0.280325
21200523,A,E,0.064152
21200523,A,F,0.23247
21200523,A,G,0.107244
21200523,A,H,0.527764
21200523,A,I,0.112655
21200523,A,J,0.627815
21200523,A,K,0.0315576
21200523,B,A,0.438599
21200523,C,A,0.132062
21200523,D,A,0.367967
21200523,E,A,0.0726084
21200523,F,A,0.285088
21200523,G,A,0.145411
21200523,H,A,0.677387
21200523,I,A,0.144536
21200523,J,A,0.655096
21200523,K,A,0.040662
21200524,A,B,0.310295
21200524,A,C,0.0981072
21200524,A,D,0.223236
21200524,A,E,0.0535896
21200524,A,F,0.170845
21200524,A,G,0.096876
21200524,A,H,0.469282
21200524,A,I,0.0940248
21200524,A,J,0.558706
21200524,A,K,0.0260496
21200524,B,A,0.31846
21200524,C,A,0.10462
21200524,D,A,0.235872
21200524,E,A,0.0492804
21200524,F,A,0.186494
21200524,G,A,0.0986904
21200524,H,A,0.46494
21200524,I,A,0.101218
21200524,J,A,0.51017
21200524,K,A,0.0247536
21200525,A,B,0.333785
21200525,A,C,0.10206
21200525,A,D,0.225439
21200525,A,E,0.052002
21200525,A,F,0.181667
21200525,A,G,0.0969084
21200525,A,H,0.477284
21200525,A,I,0.0944784
21200525,A,J,0.551934
21200525,A,K,0.0242352
21200525,B,A,0.30605
21200525,C,A,0.119653
21200525,D,A,0.245624
21200525,E,A,0.0592272
21200525,F,A,0.2002
21200525,G,A,0.10112
21200525,H,A,0.468018
21200525,I,A,0.115117
21200525,J,A,0.531068
21200525,K,A,0.0284796
21200526,A,B,0.343894
21200526,A,C,0.103777
21200526,A,D,0.226411
21200526,A,E,0.0513216
21200526,A,F,0.186332
21200526,A,G,0.0969408
21200526,A,H,0.480719
21200526,A,I,0.0947052
21200526,A,J,0.54905
21200526,A,K,0.0234576
21200526,B,A,0.300737
21200526,C,A,0.126133
21200526,D,A,0.249804
21200526,E,A,0.063504
21200526,F,A,0.206096
21200526,G,A,0.10219
21200526,H,A,0.469346
21200526,I,A,0.121079
21200526,J,A,0.540043
21200526,K,A,0.0300996
21200527,A,B,0.312142
21200527,A,C,0.111035
21200527,A,D,0.236261
21200527,A,E,0.0630828
21200527,A,F,0.186138
21200527,A,G,0.10193
21200527,A,H,0.483764
21200527,A,I,0.106985
21200527,A,J,0.557021
21200527,A,K,0.028674
21200527,B,A,0.309614
21200527,C,A,0.103745
21200527,D,A,0.246499
21200527,E,A,0.0547236
21200527,F,A,0.200491
21200527,G,A,0.100375
21200527,H,A,0.481594
21200527,I,A,0.106693
21200527,J,A,0.509944
21200527,K,A,0.0274752
21200528,A,B,0.437562
21200528,A,C,0.123606
21200528,A,D,0.360223
21200528,A,E,0.0694332
21200528,A,F,0.273488
21200528,A,G,0.142139
21200528,A,H,0.678942
21200528,A,I,0.129276
21200528,A,J,0.694688
21200528,A,K,0.032886
21200528,B,A,0.389351
21200528,C,A,0.149656
21200528,D,A,0.321116
21200528,E,A,0.075168
21200528,F,A,0.282722
21200528,G,A,0.122245
21200528,H,A,0.558576
21200528,I,A,0.146254
21200528,J,A,0.589874
21200528,K,A,0.0392364
21200529,A,B,0.407786
21200529,A,C,0.099468
21200529,A,D,0.286189
21200529,A,E,0.0441288
21200529,A,F,0.208721
21200529,A,G,0.103907
21200529,A,H,0.571568
21200529,A,I,0.0971676
21200529,A,J,0.614434
21200529,A,K,0.0231336
21200529,B,A,0.332521
21200529,C,A,0.107017
21200529,D,A,0.274979
21200529,E,A,0.0446796
21200529,F,A,0.220936
21200529,G,A,0.103226
21200529,H,A,0.502556
21200529,I,A,0.104782
21200529,J,A,0.53217
21200529,K,A,0.0243972
21200530,A,B,0.411221
21200530,A,C,0.145606
21200530,A,D,0.307865
21200530,A,E,0.0681372
21200530,A,F,0.270281
21200530,A,G,0.124675
21200530,A,H,0.571504
21200530,A,I,0.12811
21200530,A,J,0.66109
21200530,A,K,0.0384264
21200530,B,A,0.472878
21200530,C,A,0.151438
21200530,D,A,0.402829
21200530,E,A,0.075492
21200530,F,A,0.304301
21200530,G,A,0.160996
21200530,H,A,0.757156
21200530,I,A,0.15957
21200530,J,A,0.709722
21200530,K,A,0.0462996
21200531,A,B,0.322639
21200531,A,C,0.119264
21200531,A,D,0.261533
21200531,A,E,0.0570888
21200531,A,F,0.217793
21200531,A,G,0.105916
21200531,A,H,0.488819
21200531,A,I,0.103972
21200531,A,J,0.55012
21200531,A,K,0.0282204
21200531,B,A,0.399524
21200531,C,A,0.127202
21200531,D,A,0.365083
21200531,E,A,0.0632448
21200531,F,A,0.264838
21200531,G,A,0.140033
21200531,H,A,0.643691
21200531,I,A,0.134006
21200531,J,A,0.621594
21200531,K,A,0.0293544
21200601,A,B,0.353776
21200601,A,C,0.104749
21200601,A,D,0.221778
21200601,A,E,0.0483084
21200601,A,F,0.178006
21200601,A,G,0.0894888
21200601,A,H,0.464033
21200601,A,I,0.0980424
21200601,A,J,0.556178
21200601,A,K,0.0230364
21200601,B,A,0.314118
21200601,C,A,0.105883
21200601,D,A,0.261047
21200601,E,A,0.0526176
21200601,F,A,0.206356
21200601,G,A,0.105494
21200601,H,A,0.530226
21200601,I,A,0.109026
21200601,J,A,0.56849
21200601,K,A,0.0247212
21200602,A,B,0.310262
21200602,A,C,0.0911412
21200602,A,D,0.200621
21200602,A,E,0.04617
21200602,A,F,0.161158
21200602,A,G,0.081162
21200602,A,H,0.452822
21200602,A,I,0.0812268
21200602,A,J,0.553003
21200602,A,K,0.0252072
21200602,B,A,0.312692
21200602,C,A,0.0944784
21200602,D,A,0.219445
21200602,E,A,0.0425088
21200602,F,A,0.176904
21200602,G,A,0.0927288
21200602,H,A,0.454766
21200602,I,A,0.0985284
21200602,J,A,0.499738
21200602,K,A,0.0233604
21200603,A,B,0.0761724
21200603,A,C,0.0412452
21200603,A,D,0.0989172
21200603,A,E,0.0204768
21200603,A,F,0.0849852
21200603,A,G,0.062694
21200603,A,H,0.144342
21200603,A,I,0.0368388
21200603,A,J,0.11583
21200603,A,K,0.0088452
21200603,B,A,0.119945
21200603,C,A,0.172562
21200603,D,A,0.290984
21200603,E,A,0.0864108
21200603,F,A,0.124902
21200603,G,A,0.240408
21200603,H,A,0.299441
21200603,I,A,0.119912
21200603,J,A,0.140324
21200603,K,A,0.0274428
21200604,A,B,0.0565056
21200604,A,C,0.0269892
21200604,A,D,0.0785376
21200604,A,E,0.0132192
21200604,A,F,0.0697248
21200604,A,G,0.0429624
21200604,A,H,0.118778
21200604,A,I,0.0300996
21200604,A,J,0.111391
21200604,A,K,0.0060588
21200604,B,A,0.107989
21200604,C,A,0.240797
21200604,D,A,0.251132
21200604,E,A,0.0844668
21200604,F,A,0.107082
21200604,G,A,0.206064
21200604,H,A,0.258455
21200604,I,A,0.128952
21200604,J,A,0.122699
21200604,K,A,0.0180468
21200605,A,B,0.0462348
21200605,A,C,0.0196344
21200605,A,D,0.0616572
21200605,A,E,0.0083592
21200605,A,F,0.0525852
21200605,A,G,0.027864
21200605,A,H,0.10611
21200605,A,I,0.019926
21200605,A,J,0.0911736
21200605,A,K,0.0043092
21200605,B,A,0.0937332
21200605,C,A,0.201755
21200605,D,A,0.188957
21200605,E,A,0.057024
