21200501,00,17,73%,Northeast,16-24km/h,4,Sunny
21200501,01,13,95%,North,16-24km/h,4,Sunny
21200501,02,14,,,,<3,Cloudy
21200501,03,13,95%,North,<12km/h,1,Sunny
21200501,04,13,100%,North,<12km/h,1,Sunny
21200501,05,12,98%,North,<12km/h,1,Sunny
21200501,06,14,97%,North,16-24km/h,4,Sunny
21200501,07,13,100%,Northwest,<12km/h,2,Sunny
21200501,08,23,,,,<3,Cloudy
21200501,09,19,75%,Southeast,24-34km/h,5,Sunny
21200501,10,23,,,,<3,Cloudy
21200501,11,21,61%,Northeast,24-34km/h,5,Cloudy
21200501,12,21,55%,North,<12km/h,2,Cloudy
21200501,13,22,52%,North,<12km/h,2,Sunny
21200501,14,21,51%,North,<12km/h,3,Cloudy
21200501,15,21,53%,Northeast,24-34km/h,5,Cloudy
21200501,16,20,61%,North,16-24km/h,4,Cloudy
21200501,17,20,50%,Northeast,24-34km/h,5,Cloudy
21200501,18,18,60%,North,<12km/h,3,Cloudy
21200501,19,17,68%,North,<12km/h,3,Cloudy
21200501,20,16,72%,North,<12km/h,3,Sunny
21200501,21,16,75%,North,<12km/h,3,Sunny
21200501,22,16,80%,North,<12km/h,1,Sunny
21200501,23,12,96%,West,16-24km/h,4,Sunny
21200502,00,15,87%,North,<12km/h,3,Overcast
21200502,01,14,,,,<3,Overcast
21200502,02,15,82%,North,<12km/h,3,Overcast
21200502,03,15,84%,Northeast,16-24km/h,4,Overcast
21200502,04,16,85%,Northeast,<12km/h,2,Overcast
21200502,05,14,,,,<3,Overcast
21200502,06,15,87%,North,<12km/h,2,Overcast
21200502,07,16,83%,North,<12km/h,3,Rain
21200502,08,16,80%,Northeast,16-24km/h,4,Cloudy
21200502,09,16,86%,Northeast,<12km/h,3,Cloudy
21200502,10,18,66%,North,<12km/h,2,Overcast
21200502,11,18,66%,North,<12km/h,2,Cloudy
21200502,12,17,74%,North,<12km/h,2,Cloudy
21200502,13,19,55%,Northeast,<12km/h,2,Overcast
21200502,14,19,55%,North,<12km/h,2,Overcast
21200502,15,18,71%,Northwest,<12km/h,1,Cloudy
21200502,16,19,56%,North,<12km/h,3,Cloudy
21200502,17,18,57%,North,<12km/h,2,Overcast
21200502,18,12,,,,<3,Sunny
21200502,19,17,62%,North,<12km/h,1,Overcast
21200502,20,17,64%,Northeast,<12km/h,2,Sunny
21200502,21,12,,,,<3,Sunny
21200502,22,12,,,,<3,Sunny
21200502,23,13,87%,Northwest,<12km/h,2,Sunny
21200503,00,12,,,,<3,Sunny
21200503,01,13,90%,Northwest,<12km/h,2,Sunny
21200503,02,14,79%,North,<12km/h,2,Sunny
21200503,03,12,,,,<3,Sunny
21200503,04,12,90%,North,<12km/h,1,Sunny
21200503,05,13,83%,North,<12km/h,2,Sunny
21200503,06,10,98%,Northwest,<12km/h,2,Sunny
21200503,07,12,81%,North,<12km/h,1,Sunny
21200503,08,20,,,,<3,Sunny
21200503,09,15,62%,Northeast,<12km/h,3,Sunny
21200503,10,16,63%,North,<12km/h,2,Sunny
21200503,11,18,51%,North,<12km/h,2,Sunny
