21200501,00,15,95%,Quiet,,0,Sunny
21200501,01,15,87%,Southeast,<12km/h,2,Sunny
21200501,02,15,89%,Southwest,<12km/h,2,Sunny
21200501,03,16,91%,North,<12km/h,1,Sunny
21200501,04,15,91%,North,<12km/h,1,Sunny
21200501,05,12,96%,Quiet,,0,Sunny
21200501,06,15,92%,North,<12km/h,1,Cloudy
21200501,07,15,90%,East,<12km/h,1,Overcast
21200501,08,15,89%,Northwest,<12km/h,1,Cloudy
21200501,09,16,84%,North,<12km/h,1,Cloudy
21200501,10,19,68%,Northwest,<12km/h,1,Cloudy
21200501,11,22,47%,Southeast,<12km/h,2,Sunny
21200501,12,21,44%,Northwest,<12km/h,2,Sunny
21200501,13,22,,,,<3,Sunny
21200501,14,21,50%,North,<12km/h,2,Cloudy
21200501,15,23,35%,Northeast,<12km/h,2,Sunny
21200501,16,21,64%,Northeast,<12km/h,3,Sunny
21200501,17,21,72%,Northeast,<12km/h,3,Sunny
21200501,18,20,79%,Northeast,<12km/h,3,Sunny
21200501,19,18,85%,Northeast,<12km/h,3,Sunny
21200501,20,16,90%,Northeast,<12km/h,3,Sunny
21200501,21,14,75%,Quiet,,0,Sunny
21200501,22,16,54%,North,<12km/h,1,Sunny
21200501,23,12,85%,North,<12km/h,2,Cloudy
21200502,00,16,80%,North,<12km/h,1,Overcast
21200502,01,16,80%,Northeast,<12km/h,1,Overcast
21200502,02,15,85%,Northwest,<12km/h,1,Cloudy
21200502,03,15,83%,Southeast,<12km/h,2,Overcast
21200502,04,15,92%,Northeast,<12km/h,1,Rain
21200502,05,14,95%,Quiet,,0,Cloudy
21200502,06,14,97%,South,<12km/h,3,Overcast
21200502,07,14,90%,North,<12km/h,3,Cloudy
21200502,08,15,95%,Northeast,<12km/h,1,Cloudy
21200502,09,15,94%,Northeast,<12km/h,1,Cloudy
21200502,10,17,84%,Quiet,,0,Overcast
21200502,11,19,72%,West,<12km/h,2,Cloudy
21200502,12,20,56%,West,<12km/h,2,Cloudy
21200502,13,19,77%,Northeast,<12km/h,1,Overcast
21200502,14,18,71%,Northeast,<12km/h,1,Cloudy
21200502,15,20,58%,North,<12km/h,2,Cloudy
21200502,16,18,58%,North,<12km/h,3,Cloudy
21200502,17,18,73%,North,<12km/h,1,Cloudy
21200502,18,16,72%,Quiet,,0,Overcast
21200502,19,17,71%,Northeast,<12km/h,2,Overcast
21200502,20,15,72%,North,<12km/h,2,Overcast
21200502,21,16,72%,North,<12km/h,1,Overcast
21200502,22,15,73%,Northeast,<12km/h,2,Overcast
21200502,23,15,82%,Northeast,<12km/h,1,Cloudy
21200503,00,15,66%,East,<12km/h,2,Cloudy
21200503,01,14,82%,Quiet,,0,Overcast
21200503,02,14,88%,Northeast,<12km/h,1,Sunny
21200503,03,14,85%,Quiet,,0,Sunny
21200503,04,13,89%,Quiet,,0,Overcast
21200503,05,10,89%,West,<12km/h,1,Cloudy
21200503,06,13,91%,Quiet,,0,Overcast
21200503,07,9,90%,South,<12km/h,1,Sunny
21200503,08,19,,,,<3,Overcast
21200503,09,15,75%,Northeast,<12km/h,1,Cloudy
21200503,10,15,71%,North,<12km/h,2,Cloudy
21200503,11,18,51%,North,<12km/h,2,Sunny
21200503,12,16,64%,North,<12km/h,2,Cloudy
21200503,13,17,59%,Northwest,<12km/h,2,Cloudy
21200503,14,19,46%,Northwest,<12km/h,1,Cloudy
21200503,15,20,49%,Northwest,<12km/h,3,Cloudy
21200503,16,18,51%,Quiet,,0,Cloudy
21200503,17,15,68%,South,<12km/h,1,Cloudy
21200503,18,16,63%,North,<12km/h,1,Cloudy
21200503,19,14,77%,Quiet,,0,Cloudy
21200503,20,12,83%,Quiet,,0,Sunny
21200503,21,16,66%,West,<12km/h,1,Sunny
21200503,22,11,92%,Quiet,,0,Sunny
21200503,23,11,86%,South,<12km/h,1,Sunny
21200504,00,10,85%,Quiet,,0,Cloudy
21200504,01,9,89%,Quiet,,0,Cloudy
21200504,02,10,83%,Northeast,<12km/h,1,Sunny
21200504,03,8,94%,East,<12km/h,1,Sunny
21200504,04,8,94%,East,<12km/h,1,Sunny
21200504,05,7,95%,East,<12km/h,1,Sunny
21200504,06,7,96%,Northeast,<12km/h,1,Sunny
21200504,07,7,97%,Quiet,,0,Sunny
21200504,08,9,87%,North,<12km/h,1,Sunny
21200504,09,13,73%,Northwest,<12km/h,1,Cloudy
21200504,10,15,60%,Northeast,<12km/h,1,Cloudy
21200504,11,19,46%,Northwest,<12km/h,1,Sunny
21200504,12,22,39%,Northwest,<12km/h,1,Sunny
21200504,13,24,31%,Northeast,<12km/h,1,Sunny
21200504,14,25,30%,Northwest,<12km/h,1,Sunny
21200504,15,24,28%,North,<12km/h,2,Sunny
21200504,16,23,32%,Northeast,<12km/h,2,Sunny
21200504,17,21,33%,Quiet,,0,Sunny
21200504,18,21,37%,Northwest,<12km/h,1,Sunny
21200504,19,16,59%,Quiet,,0,Sunny
21200504,20,16,59%,East,<12km/h,1,Sunny
21200504,21,13,71%,Quiet,,0,Cloudy
21200504,22,13,68%,Quiet,,0,Sunny
21200504,23,13,68%,Northeast,<12km/h,1,Cloudy
21200505,00,12,80%,Northwest,<12km/h,1,Sunny
21200505,01,11,78%,North,<12km/h,1,Sunny
21200505,02,13,75%,Quiet,,0,Cloudy
21200505,03,10,78%,Southwest,<12km/h,1,Sunny
21200505,04,14,72%,Quiet,,0,Sunny
21200505,05,11,83%,Quiet,,0,Sunny
21200505,06,11,85%,Quiet,,0,Sunny
21200505,07,11,82%,Quiet,,0,Sunny
21200505,08,13,77%,Northwest,<12km/h,1,Sunny
21200505,09,15,73%,North,<12km/h,1,Cloudy
21200505,10,17,61%,Northwest,<12km/h,1,Cloudy
21200505,11,19,51%,Quiet,,0,Cloudy
21200505,12,22,39%,North,<12km/h,2,Cloudy
21200505,13,23,33%,North,<12km/h,2,Cloudy
21200505,14,26,31%,North,<12km/h,1,Cloudy
21200505,15,24,38%,North,<12km/h,2,Sunny
21200505,16,23,37%,Northeast,<12km/h,2,Cloudy
21200505,17,21,52%,Quiet,,0,Overcast
21200505,18,20,52%,Quiet,,0,Overcast
21200505,19,18,59%,Northeast,<12km/h,2,Overcast
21200505,20,10,,Southeast,,<3,Cloudy
21200505,21,16,73%,Northeast,<12km/h,1,Sunny
21200505,22,10,,Southeast,,<3,Cloudy
21200505,23,10,,Southeast,,<3,Cloudy
21200506,00,5,,,,<3,Sunny
21200506,01,9,71%,East,<12km/h,1,Sunny
21200506,02,5,,,,<3,Sunny
21200506,03,8,71%,North,<12km/h,2,Sunny
21200506,04,11,49%,Northeast,<12km/h,3,Sunny
21200506,05,11,53%,West,<12km/h,2,Sunny
21200506,06,12,,,,<3,Sunny
21200506,07,5,87%,Northeast,<12km/h,1,Sunny
21200506,08,5,79%,Quiet,,0,Sunny
21200506,09,9,71%,South,<12km/h,1,Sunny
21200506,10,12,45%,Northwest,<12km/h,3,Sunny
21200506,11,12,,,,<3,Sunny
21200506,12,15,39%,Northeast,<12km/h,2,Sunny
21200506,13,12,,,,<3,Sunny
21200506,14,14,40%,Northeast,<12km/h,2,Sunny
21200506,15,13,44%,North,<12km/h,1,Sunny
21200506,16,16,34%,North,<12km/h,1,Sunny
